filename,caption
test_58.jpg,<SOS>A man is surfing on a surfboard in the water. He is wearing a black wet suit and has a black and white surfboard on. There is a wave in front of him that is white. In the water behind the man there are two white boats. One of the boats is black and the other is yellow.<EOS>
test_59.jpg,"<SOS>The image is of a parking meter. The meter is black. The black part is silver. There is a sticker that says ""2149"" on the side of the meter. There are stickers on the windshield of the car. The stickers are colorful. The parking meter is located in front of a building.<EOS>"
test_60.jpg,<SOS>A large brown bear is standing on the grass next to a pile of sticks. There is a big rock on the ground next to the bear. There are small twigs on the other side of the pile. The bear is big and brown and has big floppy ears. The ground is wetter and there are more sticks in the distance.<EOS>
test_61.jpg,<SOS>The image is of a plane flying in the air. There is a large white cloud behind the plane. There are small waves coming from the tip of the wave.  The sky is blue with some white clouds.  There are propellers on the plane flying above the clouds. The propellers are silver.<EOS>
test_62.jpg,<SOS>There is a clock on the side of the train. The clock has black numbers on it. The letters on the clock are white. The train is stopped at a very long building. There are a few windows on the building. The windows have black shutters on them.  We can see the train on the road a few times.<EOS>
test_63.jpg,"<SOS>A plate of food sits on a table. The plate is white with a blue trim. There are fries, lettuce, and meat thinly sliced up into bite sized pieces. To the right of the plate are two toasted breads that have been grilled and topped with a brown sauce.<EOS>"
test_64.jpg,"<SOS>A display of stuffed animals is sitting in front of a desk. There are stuffed animals such as bears, monkeys, and daffodils. There is a sign that says, ""Good Times"" on the wall behind the display.  There are signs that say, ""Recycled,"" and ""Gifts for Friends.<EOS>"
test_65.jpg,<SOS>This is an image of a kitchen. The kitchen has a black counter top. There is a sandwich on top of the counter. The sandwich has french fries on it. There are chopsticks on the counter next to the french fries. The chopsticks have small holes on them. The wall behind the counter is made of wood.<EOS>
test_66.jpg,<SOS>The image is of a green brick building with a clock on the front of it. The clock has roman numerals and a gold face. The inside of the clock is green and rectangular in shape. It also has a gold handle and golden hands.<EOS>
test_67.jpg,<SOS>A snowboarder is snowboarding down a ramp.  He is in mid air and has his arms extended out towards the sky.  There are many trees and a mountain in the background.  The sky is blue with white clouds.  Far off in the distance you can see a person snow boarding.<EOS>
test_68.jpg,"<SOS>A man is jumping over a green tennis court. He is wearing a white shirt, white shorts, and white wristbands. The man has a bat in his hands. A green ball is soaring in the air towards the man. The court is green with white painted lines on it. Part of a chain link fence is behind the court.<EOS>"
test_69.jpg,<SOS>The kitchen is very clean. The cabinets are made of wood. There is a microwave in the kitchen. The oven is black. The refrigerator is stainless steel. There are ovens by the window. The stove is by the sink. There's a tennis net in front of the counter. The tennis net is square.<EOS>
test_70.jpg,"<SOS>A fuzzy stuffed animal is sitting inside of a black bag.  The stuffed animal has a black nose, dark brown eyes, a black ear, and white teeth.  Inside of the black bag is a toothbrush.  There is a window on the wall behind the animal.  A white dog is sitting in a small, square hole in a fabric.<EOS>"
test_71.jpg,<SOS>A young woman is playing tennis on a tennis court. She is wearing a short sleeve shirt and white shorts. The woman is holding a racket in her hand. A black and white ball is soaring in the air towards the woman. The court is surrounded by a green fence.<EOS>
test_72.jpg,<SOS>A man and a man are playing frisbee in a room. The man is holding a white Wii remote in his right hand. He is wearing a gray t-shirt and a dark blue tie. He also has a cell phone in his left hand. They are both looking at the wall.    A second man is next to the man on the right.<EOS>
test_73.jpg,<SOS>A man is wearing a black wet suit. He is standing on top of a surfboard. The surfboard is light brown in color. The man is also wearing black shoes. His wet suit is dusted with grease. There is a tall stone structure to the left of the man. Tall logs are attached to the structure.<EOS>
test_74.jpg,<SOS>This is a picture of a bathroom. The bathroom is very clean. The shower is made of tile. The tile on the floor is brown and white. There is a circular mirror on the wall above the toilet. The mirror is white and has a gold frame. There are two circular lights on the ceiling above the shower.<EOS>
test_75.jpg,"<SOS>A person stands next to an umbrella while holding it.  The umbrella is black.  It has curved handles.  A person's hair is up in a ponytail.  They are walking down a city street, towards the right side of a city skyline.<EOS>"
test_76.jpg,"<SOS>A large passenger plane is getting ready to land. There is a large body of water behind the plane, and several clouds in the sky. The sky is partly cloudy, and has gray clouds. A traffic sign is on the side of the plane with information, and a car is parked near the traffic signal.<EOS>"
test_77.jpg,<SOS>There is a toilet in the bathroom. The toilet seat and the wall are white. The lid of the toilet is down. There is also a kite attached to the wall. The kite is white and it has blue writing on it. The floor and the inside of the bathroom are made of tiles.<EOS>
test_78.jpg,<SOS>There is a small bird flying in the middle of a small pond. The bird is yellow and black and has a red belly with white spots all over it. There are small white propellers above the bird on the right side of the small bird. Further down the image there is a red small bird near the blurry bird.<EOS>
test_79.jpg,<SOS>A young boy is laying on a bed. He is playing with a stuffed animal. The stuffed animal is a polar bear. The boy is wearing a blue striped shirt with a cross on the front of it. There is a purple blanket on top of the bed. To the left of the boy there is a tall wooden desk.<EOS>
test_80.jpg,<SOS>A brown brick building is visible through the cracks in the brick wall.  There is a small brown dog sitting on top of the brick building.  The dog has a grey collar around its neck.<EOS>
test_81.jpg,<SOS>A man is wearing a blue jacket and pink pants. He is standing on the snow. There are tracks in the snow with his feet. The man is holding orange poles. The snowboard is blue and yellow. The boy is wearing black pants.  There are other boys next to the man.<EOS>
test_82.jpg,<SOS>There are several cows grazing in the field. There is a small stream running alongside the cows. There are trees surrounding the cow in the background.  The grass is very green and dry.  Beyond the trees is a very tall dry forest.  There is water in the distance above the trees.<EOS>
test_83.jpg,<SOS>A person is holding a black mouse in their hand. The person has blonde hair and is wearing a black pair of pants. There is a keyboard in front of the person.  A cord is plugged into the keyboard.  There are Wii controllers on top of the mouse.<EOS>
test_84.jpg,<SOS>A bicycle is parked on the sidewalk. There is a yellow fire hydrant on the ground in front of the bicycle. There are cars parked behind the car. The Wheels on the car are black. there is a building to the left of the car with windows on it.<EOS>
test_85.jpg,<SOS>A giraffe stands by a metal fence.  The giraffe has a long neck.  Its head is down.  It is looking at the camera.  There are green trees in the background.  A giraffe with long legs is in the middle of the green trees.  Both giraffes have white spots on them.<EOS>
test_86.jpg,<SOS>A large orange truck is standing in front of a table. There are apples in front and to the left of it. Most of the apples are yellow. There is a white table cloth surrounding the truck. Part of a building can be seen in the background behind the orange truck.<EOS>
test_87.jpg,<SOS>A black steam train is seen on a train track on a cloudy day. The train has writing in black and white letters. There is a person standing near the side of the train looking out of the window.  Trees can be seen in the background behind the train.<EOS>
test_88.jpg,<SOS>A white counter top sits on top of a kitchen. There is a white microwave above the stove. There are two red towels hanging on the wall next to the counter top.  There is also a bottle of water under the counter.  The cabinets below the counter are made of wood.<EOS>
test_89.jpg,<SOS>A man is surfing on a wave.  He has on a white long sleeved shirt and blue shorts.  His surfboard is white and he has his left arm extended.  The water is blue and wavy.  There are small waves in the background.  Some people are surfing in the water.  It is sunny.  Nobody is visible.<EOS>
test_90.jpg,<SOS>The image is of a person surfing on a wave. The surfboard is black and white. There are waves in the water behind the person. The man is wearing all black. The shirt on the person is white and plaid. The water is a murky color. The hands and feet of the person are maroon.<EOS>
test_91.jpg,"<SOS>A picture of a kite flying above a grassy field. The kite is orange, pink, yellow and green. There are people standing on the grass near the kite. A woman is wearing apron near the woman. Part of a building can be seen in the background above the people. The sky above is bright blue.<EOS>"
test_92.jpg,<SOS>A white microwave sits on top of a metal pole. There is a white cord running down the middle of the microwave. There are packages of pizza on the counter next to the pole.  There are wires attached to the ceiling of the counter.  A white van is parked on the side of the street.<EOS>
test_93.jpg,<SOS>A black car is parked in front of a white building. There is a blue hydrant on the hydrant's back. The building to the left of the car is brown with a red roof. There are green leaves on the lawn of the building. The car has a yellow license plate.<EOS>
test_94.jpg,<SOS>This is an image of a desk. The desk is wooden. There is a black keyboard mouse protruding from the bottom part of the keyboard. The keyboard is metal and silver in color. The keys are black on one side while white keys are pressed down on the other side.<EOS>
test_95.jpg,"<SOS>A boat is in the water. The boat is blue, pink, and blue. There are some sand on the ground, and in the distance there are some trees. The water is calm and calm. There is a blue car parked in front of the boat, and there are footprints in the sand.<EOS>"
test_96.jpg,"<SOS>A train is sitting on the tracks. The train is yellow, blue and white in color. There is a chain link fence surrounding the train. There are bits of grass on the ground around the train tracks.  The train has a white windshield on the front of the train with blue writing on the side.<EOS>"
test_97.jpg,<SOS>A man in a white t-shirt and blue shorts is standing on the beach holding a white surfboard. He is smiling and has his hands on his chest. There are waves in the water behind him.   Part of a white building can be seen in the background behind the man.<EOS>
test_98.jpg,<SOS>A man in a blue shirt is talking on a cell phone. There is a truck in the road behind the man. There are large trees in the back of the truck.  A person wearing sunglasses is walking in the distance on a sunny day.  The sky is blue and cloudless.  Nobody is in the photo.<EOS>
test_99.jpg,"<SOS>A plate of food sits on a white plate. There are pieces of broccoli, meat, and some green vegetables on top of the plate. The plate is on a wooden table. There is a purple fork on the table next to the broccoli plate.  The table is round and brown.  Strawberries are on the plate as well.<EOS>"
test_100.jpg,<SOS>A dog is smiling behind the camera. The dog has a golden collar around its neck.  The dog is tan with a black nose and dark colored eyes.  There is a wooden bar in the corner of the room.  Behind the dog is a patio chair with tan straps.  A colorful plant is sitting on the chair.<EOS>
test_101.jpg,<SOS>There is a large airplane parked in the middle of a grassy area. The plane is white and red. There is a symbol on the wings of the plane in blue and white letters. The symbol is located on the underside of the wing with a red and white arrow pointing to the left.<EOS>
test_102.jpg,<SOS>A woman sits on a bench in a park. The woman is wearing a black jacket and blue jeans. She is looking down at a white dog that is sitting on her lap. The dog has a black collar around its neck. There is a tree trunk behind the woman. Part of a person's reflection can be seen in the tree.<EOS>
test_103.jpg,"<SOS>A tennis player is standing on a tennis court playing tennis. He is wearing a blue and white shirt, white shorts and black and white shoes. The tennis court is green with white painted lines. A green tennis ball is soaring in the air towards the tennis player.<EOS>"
test_104.jpg,"<SOS>A man is flying a kite. The kite is red, blue, purple, and yellow. There are many different types of kites in the sky. The sky is clear and blue. The man has on a black helmet. He is also wearing black pants and a short sleeve red shirt.<EOS>"
test_105.jpg,<SOS>A yellow train is on the tracks. The train has two doors on it. There is a building behind the train. There are trees in front of the building.  The sky is partly cloudy and light blue.<EOS>
test_106.jpg,"<SOS>There is a pile of food on a tray. There is a piece of meat in the middle of the pile. There are pieces of broccoli on top of the cut up meat. The tray is on a table. The table is made of wood. The food looks like it is sitting inside of a white bowl. 
There are orange slices on the tray.<EOS>"
test_107.jpg,<SOS>A woman tennis player is holding a tennis racket.  She is wearing a white tank top and white shorts.  The woman is wearing white socks and a short sleeve shirt.  There are people sitting in the stands watching the woman play tennis.  Some of the people are holding tennis rackets in their hands.<EOS>
test_108.jpg,"<SOS>This is a picture of food. The food is sitting on a wooden tray. The tray is white. There is a piece of broccoli with chopped green peppers on top. Next to the broccoli is a slice of scallions, carrots, green peppers and silver seasoning.<EOS>"
test_109.jpg,<SOS>There is a large body of water behind a bridge. There is a blue and white train on the bridge in the background. There are trees off in the distance behind the bridge. The sky is partly cloudy and filled with white clouds.<EOS>
test_110.jpg,<SOS>A man is sitting on a bench. The bench is made of wood. The man is wearing a pair of brown sunglasses. There is a rock on the ground in front of the man.  A bag is laying on top of the bench.  The bag is red and black.  There are two people in the photo. One of the people is wearing sunglasses.<EOS>
test_111.jpg,<SOS>A woman in a white dress is holding a white festival umbrella and holding it up to show people around her.  The woman is dressed all in black and has long hair.  There are people gathered around the woman looking on.  Street lights are casting shadows on the street  behind the people.<EOS>
test_112.jpg,<SOS>A train is traveling on the tracks. The train is a double decker. The tracks are brown in color. There are pole lights on the side of the train. The pole lights are on. There is a yellow sign on the pole. The sign is in a foreign language. The sky is partly cloudy and gray.<EOS>
test_113.jpg,<SOS>A large white building sits behind a patch of forest. There is a small bench on the side of the building with a black lamp on top of it. There are trees surrounding the building.  There are two traffic lights that are both facing forward on the back of the bus.<EOS>
test_114.jpg,<SOS>A baseball player is laying on the ground with one hand behind his head. He is wearing a white uniform with blue writing on it. The number 23 is on the white uniform. The catcher is crouched down behind the player wearing a blue shirt and white pants. The turf is brown dirt.<EOS>
test_115.jpg,<SOS>A white bird is flying in the air. There is a small body of water behind the bird. There are mountains in the distance of the water. The mountains have snow on them.  The sky is blue with white fluffy clouds. The clouds are white and thin.<EOS>
test_116.jpg,<SOS>A woman is playing tennis on a tennis court. The court is blue with white lines. The woman is wearing a red shirt and white shorts. A black and white net is being held in front of her. A tennis racket is soaring in the air. A second woman is behind the first woman.<EOS>
test_117.jpg,<SOS>Two women are playing tennis on a green court. One woman is wearing a white shirt and black shorts. The other woman is holding a racket in her hand and smiling. The court is green with white lines painted on it. A man is standing between the two women playing tennis.<EOS>
test_118.jpg,"<SOS>A woman is standing in front of a wall. She is wearing a white short sleeve shirt and black pants. There is a red cup on the counter next to the woman. Beside the cup, on top of a shelf, is a colorful picture.  The wall behind the woman is made of wood.<EOS>"
test_119.jpg,<SOS>There are several elephants standing on a dirt path next to a body of water. Two of the elephants are holding yellow umbrellas and one is wearing a blue shirt. A man is standing beside one of the elephant holding a crate of milk to another elephant. In the distance are buildings and vehicles.<EOS>
test_120.jpg,<SOS>A man is skateboarding outside on a cloudy day.  The man is wearing a black short sleeve shirt and tan shorts.  Above the skateboard is trees and large buildings.  In front of the trees is a tall leafy tree with no leaves.<EOS>
test_121.jpg,<SOS>A man in a blue jacket is walking down the street. He is wearing a black jacket and blue jeans. There are other people behind him walking on the sidewalk next to him.  There are cell phones to the right of the man on the ground.  A woman can be seen walking to the left of the men on the walk.<EOS>
test_122.jpg,<SOS>There is a small boat in the water. The boat has a white sign on the back that says it is white. There are two people on the boat. One of the people is wearing a orange vest and black pants. The other person has a red vest and a white vest. The water is blue and has small waves.<EOS>
test_123.jpg,<SOS>A man is wearing a white shirt and wearing glasses. He has a smile on his face. He is holding something edible and pointed at someone. There is a table set up behind the man with plates and food on them.  There is also a bottle of medicine on the table as well.<EOS>
test_124.jpg,"<SOS>A parking meter is shown at a parking lot. It has a parking meter attached to it that it is reading from. It is gray in color, and has a sticker on the front that is black and red. The meter is standing on meter parking lot ground.<EOS>"
test_125.jpg,<SOS>The image is of three kites in the water. The water is calm and clear. There are no clouds in the sky. The kites are made of wood and are in a pattern on the ground. There is a flag on a pole in front of the kites. The flag is red and blue. The trees on the right are bare and leafy.<EOS>
test_126.jpg,<SOS>A small plane is on the water. The plane is white with a blue tail. There is land next to the water with a body of water behind it. There are mountains in the distance of the water behind the planes.  There is a bridge above the land where the planes are parked.<EOS>
test_127.jpg,<SOS>A sandwich is sitting in a plastic container. The container is white. The sandwich has pickle fries on it. There is a hot dog on a bun covered with a mustard pickle sauce. There are other items on the top of the container.  There is another sandwich in a container next to the first one.<EOS>
test_128.jpg,<SOS>There are people standing on the beach. There are people that are wearing blue shirts and blue jean shorts. There is a man in a blue shirt standing next to the people.  There are small boats in the water that people are wading in.  The water is blue and has small waves in it.<EOS>
test_129.jpg,<SOS>There are two giraffes in the field. They are facing away from the camera. The grass is green and tall. The giraffe in the front is facing to the left. There are many trees in the background. The sky is blue with white fluffy clouds.    There are some clouds in the sky.<EOS>
test_130.jpg,"<SOS>A little boy is holding a stuffed animal. The toy is red, white and orange. There are stores that sell stuffed animals. A man is standing in front of the store with a colorful cap on his head.  A building with windows is in the background.  People are walking on the sidewalk near the building.<EOS>"
test_131.jpg,<SOS>There are two people snowboarding down a hill. The hill is covered in snow. There are some white clouds in the blue sky. The snowboarder is wearing a goggles on. There is a ski lift behind the people. The lift is casting a shadow on the ground.<EOS>
test_132.jpg,<SOS>A man wearing a backpack and a blue shirt is on a bicycle near a train. The man is wearing a long sleeve shirt and jeans. The train is orange and black in color. There are people standing on the side of the train waiting for the train to make it to them.<EOS>
test_133.jpg,<SOS>A black laptop is laying on a wooden desk. The desk surface is white. There is a black keyboard on the desk.  The keys are white on the laptop.  A glass bottle of wine is next to the laptop on the table.  Part of a white cord is plugged into the wall between the desk and the floor.<EOS>
test_134.jpg,<SOS>A cat is sleeping on a couch. The cat is brown and white and has black whiskers. It has a blue nose and its eyes are open. The couch is tan and the cat is laying next to a wall. There is a red rug next to the cat. The rug is white with some blue around it.  The floor is a light beige color.<EOS>
test_135.jpg,<SOS>A small chicken is laying on the ground. The chicken has bright green eyes and a white beak. It has black and white feathers on its head and feet. On the inside of its body is a bright green mite. The mite lays its eggs on the green grass that surrounds it.<EOS>
